Abbreviation,TeamName,GridPosition,DriverPointsBefore,TeamPointsBefore,AvgFinishLast3,Podium
16,5,17.0,6.0,387.0,11.666666666666666,0
5,6,14.0,5.0,336.0,15.666666666666666,0
27,9,20.0,0.0,425.0,11.0,0
25,12,18.0,21.0,357.0,15.666666666666666,0
12,5,16.0,0.0,425.0,8.333333333333334,0
30,6,19.0,20.0,354.0,18.0,0
23,8,6.0,0.0,444.0,9.333333333333334,0
18,7,1.0,110.0,203.0,3.3333333333333335,1
28,11,2.0,216.0,138.0,3.6666666666666665,1
15,4,6.0,271.0,160.0,7.0,1
21,7,3.0,178.0,157.0,2.3333333333333335,0
24,4,10.0,167.0,142.0,5.666666666666667,0
20,11,5.0,160.0,162.0,10.333333333333334,0
23,8,4.0,126.0,166.0,15.666666666666666,0
11,8,14.0,116.0,210.0,1.6666666666666667,0
9,2,9.0,144.0,218.0,17.666666666666668,0
1,3,7.0,8.0,396.0,9.0,0
12,5,12.0,50.0,311.0,12.333333333333334,0
22,9,13.0,20.0,365.0,11.666666666666666,0
26,3,8.0,7.0,369.0,9.333333333333334,0
0,12,19.0,24.0,324.0,11.666666666666666,0
19,2,15.0,4.0,439.0,14.333333333333334,0
25,12,18.0,5.0,411.0,15.0,0
27,9,11.0,0.0,455.0,11.666666666666666,0
16,5,20.0,21.0,386.0,13.666666666666666,0
5,6,16.0,5.0,383.0,15.333333333333334,0
30,6,17.0,0.0,463.0,18.666666666666668,0
15,4,4.0,0.0,483.0,3.3333333333333335,1
21,7,2.0,203.0,163.0,2.3333333333333335,1
18,7,1.0,185.0,144.0,2.6666666666666665,1
24,4,5.0,232.0,147.0,5.666666666666667,0
11,8,6.0,172.0,167.0,4.0,0
28,11,7.0,154.0,223.0,3.6666666666666665,0
23,8,3.0,279.0,172.0,11.666666666666666,0
20,11,8.0,122.0,230.0,6.666666666666667,0
0,12,9.0,130.0,180.0,13.333333333333334,0
16,5,13.0,6.0,464.0,15.666666666666666,0
1,3,11.0,6.0,393.0,9.666666666666666,0
6,12,18.0,50.0,335.0,,0
22,9,12.0,0.0,476.0,11.333333333333334,0
19,2,15.0,7.0,399.0,14.0,0
9,2,14.0,5.0,425.0,14.0,0
5,6,19.0,8.0,440.0,16.666666666666668,0
12,5,10.0,0.0,499.0,14.0,0
30,6,20.0,20.0,410.0,19.333333333333332,0
26,3,17.0,0.0,517.0,11.333333333333334,0
27,9,16.0,24.0,354.0,14.0,0
21,7,2.0,21.0,419.0,2.6666666666666665,1
15,4,1.0,210.0,148.0,2.3333333333333335,1
23,8,5.0,221.0,169.0,11.333333333333334,1
18,7,15.0,137.0,233.0,3.0,0
28,11,6.0,245.0,152.0,4.0,0
1,3,7.0,289.0,185.0,9.666666666666666,0
0,12,9.0,58.0,360.0,11.666666666666666,0
6,12,8.0,12.0,483.0,12.0,0
11,8,19.0,4.0,491.0,4.666666666666667,0
3,5,10.0,156.0,242.0,7.0,0
12,5,12.0,7.0,420.0,15.333333333333334,0
9,2,18.0,20.0,431.0,12.333333333333334,0
22,9,14.0,8.0,452.0,11.666666666666666,0
30,6,17.0,7.0,432.0,19.0,0
19,2,20.0,0.0,531.0,12.666666666666666,0
5,6,16.0,5.0,467.0,16.666666666666668,0
20,11,4.0,0.0,547.0,7.0,0
24,4,3.0,130.0,202.0,5.0,0
26,3,13.0,172.0,187.0,14.333333333333334,0
27,9,11.0,24.0,379.0,17.666666666666668,0
18,7,1.0,21.0,452.0,2.6666666666666665,1
28,11,2.0,270.0,153.0,4.333333333333333,1
21,7,5.0,307.0,204.0,2.3333333333333335,1
23,8,4.0,225.0,156.0,5.666666666666667,0
15,4,9.0,149.0,246.0,2.0,0
11,8,3.0,231.0,192.0,7.333333333333333,0
24,4,10.0,164.0,252.0,9.0,0
1,3,7.0,178.0,199.0,9.0,0
12,5,6.0,62.0,387.0,13.0,0
20,11,13.0,22.0,440.0,10.333333333333334,0
6,12,12.0,131.0,214.0,10.0,0
27,9,8.0,4.0,502.0,19.0,0
19,2,15.0,21.0,464.0,14.666666666666666,0
26,3,17.0,5.0,480.0,17.0,0
30,6,20.0,24.0,401.0,17.333333333333332,0
5,6,19.0,0.0,562.0,17.0,0
9,2,18.0,0.0,578.0,12.0,0
22,9,16.0,8.0,497.0,12.666666666666666,0
16,5,14.0,7.0,482.0,14.0,0
0,12,11.0,6.0,459.0,10.0,0
15,4,4.0,12.0,522.0,2.6666666666666665,1
24,4,3.0,256.0,200.0,9.666666666666666,1
28,11,2.0,196.0,202.0,4.333333333333333,1
18,7,1.0,322.0,217.0,2.6666666666666665,0
21,7,5.0,282.0,160.0,2.0,0
23,8,20.0,235.0,165.0,4.666666666666667,0
20,11,9.0,157.0,258.0,11.666666666666666,0
12,5,11.0,137.0,224.0,12.333333333333334,0
14,9,19.0,26.0,467.0,,0
6,12,15.0,2.0,491.0,10.333333333333334,0
16,5,8.0,5.0,532.0,15.666666666666666,0
9,2,6.0,6.0,478.0,14.666666666666666,0
1,3,7.0,8.0,509.0,8.333333333333334,0
27,9,10.0,62.0,414.0,17.333333333333332,0
26,3,13.0,21.0,505.0,17.333333333333332,0
0,12,14.0,24.0,429.0,12.0,0
5,6,16.0,12.0,548.0,16.0,0
19,2,12.0,0.0,595.0,14.0,0
30,6,18.0,5.0,527.0,15.666666666666666,0
11,8,17.0,0.0,614.0,6.666666666666667,0
24,4,1.0,164.0,278.0,9.0,1
18,7,3.0,221.0,203.0,3.0,1
15,4,4.0,300.0,167.0,2.6666666666666665,1
11,8,6.0,272.0,206.0,11.666666666666666,0
23,8,5.0,176.0,282.0,4.333333333333333,0
28,11,2.0,167.0,287.0,3.3333333333333335,0
16,5,7.0,330.0,230.0,13.333333333333334,0
21,7,17.0,12.0,485.0,3.0,0
12,5,10.0,239.0,175.0,9.333333333333334,0
9,2,8.0,28.0,494.0,13.666666666666666,0
26,3,14.0,9.0,537.0,16.0,0
6,12,16.0,24.0,440.0,9.666666666666666,0
19,2,0.0,5.0,560.0,15.333333333333334,0
5,6,15.0,5.0,550.0,16.333333333333332,0
30,6,19.0,0.0,628.0,16.0,0
14,9,12.0,0.0,643.0,9.0,0
20,11,18.0,2.0,521.0,11.333333333333334,0
1,3,13.0,137.0,247.0,9.0,0
0,12,9.0,62.0,458.0,14.333333333333334,0
27,9,11.0,12.0,579.0,15.333333333333334,0
28,11,17.0,21.0,541.0,3.6666666666666665,1
19,2,4.0,356.0,248.0,14.666666666666666,1
9,2,13.0,23.0,552.0,13.0,1
23,8,2.0,24.0,555.0,5.0,0
15,4,6.0,179.0,291.0,3.0,0
18,7,1.0,282.0,211.0,2.3333333333333335,0
27,9,3.0,308.0,181.0,15.333333333333334,0
21,7,8.0,27.0,548.0,5.333333333333333,0
14,9,5.0,243.0,189.0,12.5,0
11,8,14.0,4.0,557.0,10.0,0
20,11,12.0,177.0,301.0,11.333333333333334,0
3,5,15.0,137.0,259.0,8.5,0
5,6,11.0,7.0,506.0,15.666666666666666,0
1,3,9.0,0.0,656.0,13.0,0
30,6,19.0,62.0,472.0,16.333333333333332,0
24,4,20.0,0.0,671.0,3.3333333333333335,0
6,12,16.0,221.0,227.0,11.0,0
0,12,7.0,5.0,596.0,18.333333333333332,0
26,3,10.0,12.0,614.0,13.333333333333334,0
12,5,18.0,24.0,491.0,8.666666666666666,0
23,8,1.0,28.0,526.0,5.0,1
11,8,10.0,204.0,302.0,11.333333333333334,1
24,4,2.0,195.0,304.0,6.333333333333333,1
15,4,4.0,236.0,230.0,3.0,0
28,11,5.0,294.0,234.0,3.3333333333333335,0
18,7,6.0,366.0,264.0,4.0,0
21,7,8.0,317.0,195.0,7.0,0
12,5,9.0,249.0,202.0,12.333333333333334,0
27,9,7.0,32.0,534.0,13.666666666666666,0
20,11,15.0,29.0,566.0,11.666666666666666,0
1,3,16.0,138.0,274.0,15.0,0
16,5,12.0,62.0,502.0,12.333333333333334,0
30,6,13.0,12.0,546.0,16.333333333333332,0
6,12,20.0,0.0,684.0,13.0,0
26,3,18.0,5.0,628.0,15.0,0
14,9,14.0,24.0,517.0,11.333333333333334,0
19,2,11.0,4.0,582.0,11.0,0
5,6,19.0,23.0,572.0,14.666666666666666,0
0,12,17.0,0.0,702.0,17.666666666666668,0
9,2,3.0,12.0,647.0,8.333333333333334,0
28,11,2.0,24.0,592.0,4.0,1
15,4,5.0,391.0,275.0,4.0,1
21,7,4.0,312.0,236.0,7.666666666666667,1
23,8,1.0,264.0,205.0,3.3333333333333335,0
9,2,11.0,216.0,308.0,11.0,0
24,4,7.0,34.0,597.0,6.666666666666667,0
1,3,8.0,244.0,242.0,14.333333333333334,0
30,6,12.0,68.0,524.0,14.333333333333334,0
16,5,10.0,4.0,710.0,10.0,0
18,7,3.0,14.0,555.0,4.666666666666667,0
5,6,13.0,319.0,215.0,15.0,0
11,8,6.0,0.0,721.0,5.333333333333333,0
27,9,14.0,195.0,320.0,12.0,0
14,9,17.0,29.0,595.0,13.666666666666666,0
0,12,16.0,4.0,609.0,18.666666666666668,0
12,5,18.0,12.0,662.0,12.333333333333334,0
20,11,9.0,32.0,571.0,12.666666666666666,0
26,3,15.0,138.0,292.0,15.0,0
6,12,19.0,24.0,542.0,14.333333333333334,0
19,2,20.0,5.0,681.0,10.666666666666666,0
18,7,1.0,23.0,617.0,7.333333333333333,1
24,4,3.0,344.0,216.0,8.333333333333334,1
15,4,19.0,262.0,244.0,3.6666666666666665,1
11,8,16.0,327.0,247.0,8.0,0
23,8,6.0,207.0,324.0,3.0,0
28,11,4.0,226.0,329.0,2.3333333333333335,0
9,2,5.0,399.0,298.0,9.333333333333334,0
12,5,7.0,40.0,624.0,14.666666666666666,0
1,3,8.0,36.0,579.0,10.666666666666666,0
21,7,2.0,70.0,551.0,6.0,0
0,12,18.0,265.0,226.0,17.333333333333332,0
27,9,11.0,12.0,692.0,9.666666666666666,0
30,6,15.0,29.0,621.0,12.0,0
26,3,13.0,4.0,734.0,17.333333333333332,0
8,2,17.0,24.0,565.0,,0
16,5,14.0,0.0,639.0,9.333333333333334,0
14,9,12.0,14.0,595.0,13.0,0
5,6,9.0,4.0,638.0,14.0,0
6,12,20.0,0.0,752.0,16.666666666666668,0
20,11,10.0,5.0,711.0,12.666666666666666,0
