Abbreviation,TeamName,GridPosition,DriverPointsBefore,TeamPointsBefore,AvgFinishLast3,Podium
25,12,20.0,4.0,193.0,18.0,0
28,11,1.0,0.0,222.0,1.0,1
1,3,2.0,189.0,41.0,4.0,1
11,8,3.0,114.0,102.0,4.0,1
15,4,10.0,100.0,82.0,8.0,0
24,4,11.0,47.0,122.0,6.0,0
20,11,12.0,64.0,127.0,7.333333333333333,0
0,12,9.0,118.0,47.0,14.666666666666666,0
19,2,6.0,7.0,229.0,6.666666666666667,0
26,3,16.0,29.0,153.0,12.666666666666666,0
5,0,14.0,36.0,111.0,14.333333333333334,0
21,7,8.0,5.0,203.0,14.0,0
9,2,15.0,5.0,199.0,8.333333333333334,0
18,7,7.0,15.0,165.0,14.333333333333334,0
27,1,19.0,12.0,212.0,12.666666666666666,0
12,5,5.0,2.0,201.0,15.666666666666666,0
30,0,20.0,6.0,213.0,12.666666666666666,0
16,5,13.0,4.0,219.0,15.666666666666666,0
7,1,17.0,2.0,230.0,14.666666666666666,0
23,8,4.0,0.0,219.0,4.0,0
25,12,18.0,60.0,101.0,19.333333333333332,0
28,11,1.0,0.0,249.0,1.0,1
15,4,2.0,215.0,48.0,7.0,1
20,11,15.0,65.0,129.0,8.666666666666666,1
18,7,4.0,133.0,51.0,13.0,0
1,3,7.0,24.0,216.0,3.6666666666666665,0
24,4,3.0,124.0,116.0,6.0,0
23,8,11.0,72.0,135.0,9.0,0
11,8,5.0,66.0,108.0,3.0,0
26,3,6.0,104.0,116.0,11.666666666666666,0
9,2,9.0,38.0,125.0,9.666666666666666,0
0,12,10.0,16.0,175.0,12.333333333333334,0
30,0,17.0,7.0,260.0,12.666666666666666,0
25,12,18.0,4.0,231.0,19.333333333333332,0
19,2,12.0,0.0,273.0,6.333333333333333,0
5,0,14.0,29.0,189.0,13.333333333333334,0
21,7,13.0,5.0,246.0,11.333333333333334,0
7,1,20.0,5.0,232.0,14.666666666666666,0
16,5,19.0,0.0,236.0,18.0,0
27,1,16.0,2.0,248.0,13.666666666666666,0
12,5,8.0,2.0,255.0,15.666666666666666,0
28,11,1.0,6.0,268.0,1.0,1
18,7,2.0,241.0,52.0,11.333333333333334,1
11,8,7.0,42.0,234.0,4.333333333333333,1
21,7,3.0,119.0,119.0,13.333333333333334,0
23,8,6.0,17.0,238.0,9.666666666666666,0
20,11,15.0,76.0,124.0,4.333333333333333,0
1,3,9.0,141.0,58.0,4.666666666666667,0
0,12,8.0,130.0,132.0,11.333333333333334,0
15,4,4.0,11.0,281.0,5.666666666666667,0
24,4,5.0,67.0,144.0,5.333333333333333,0
25,12,14.0,73.0,154.0,17.666666666666668,0
5,0,20.0,0.0,292.0,14.666666666666666,0
12,5,11.0,5.0,258.0,16.666666666666668,0
26,3,12.0,6.0,281.0,8.0,0
30,0,17.0,38.0,146.0,12.333333333333334,0
27,1,16.0,4.0,273.0,15.0,0
7,1,18.0,2.0,271.0,16.333333333333332,0
9,2,10.0,0.0,288.0,10.666666666666666,0
16,5,19.0,16.0,207.0,17.666666666666668,0
19,2,13.0,2.0,300.0,10.0,0
28,11,2.0,29.0,227.0,1.0,1
18,7,3.0,267.0,59.0,6.333333333333333,1
20,11,9.0,60.0,240.0,5.0,1
11,8,1.0,156.0,62.0,4.666666666666667,0
21,7,4.0,131.0,128.0,10.333333333333334,0
23,8,18.0,27.0,245.0,10.333333333333334,0
15,4,6.0,84.0,134.0,5.0,0
24,4,11.0,73.0,161.0,7.0,0
1,3,8.0,77.0,169.0,4.666666666666667,0
26,3,14.0,132.0,155.0,10.666666666666666,0
0,12,16.0,39.0,165.0,8.666666666666666,0
5,0,7.0,11.0,303.0,12.333333333333334,0
22,1,13.0,5.0,285.0,,0
12,5,10.0,0.0,301.0,16.0,0
27,1,17.0,6.0,314.0,16.333333333333332,0
30,0,5.0,2.0,316.0,14.333333333333334,0
16,5,19.0,4.0,301.0,18.0,0
25,12,20.0,2.0,331.0,14.666666666666666,0
19,2,12.0,0.0,321.0,14.0,0
9,2,15.0,29.0,246.0,13.333333333333334,0
28,11,6.0,16.0,266.0,1.0,1
20,11,2.0,292.0,63.0,4.0,1
15,4,1.0,174.0,65.0,6.0,1
11,8,3.0,88.0,172.0,5.0,0
1,3,9.0,144.0,138.0,7.0,0
23,8,8.0,142.0,170.0,6.0,0
18,7,7.0,92.0,144.0,2.6666666666666665,0
19,2,14.0,66.0,252.0,17.666666666666668,0
26,3,10.0,33.0,274.0,11.0,0
27,1,11.0,41.0,179.0,16.666666666666668,0
9,2,12.0,3.0,326.0,16.0,0
5,0,13.0,16.0,285.0,13.0,0
30,0,17.0,5.0,313.0,14.333333333333334,0
0,12,15.0,4.0,326.0,10.0,0
16,5,16.0,11.0,335.0,18.0,0
22,1,19.0,2.0,346.0,13.0,0
25,12,18.0,0.0,342.0,14.0,0
12,5,20.0,0.0,352.0,15.666666666666666,0
24,4,4.0,6.0,364.0,8.0,0
21,7,5.0,77.0,191.0,8.333333333333334,0
28,11,1.0,27.0,272.0,1.0,1
1,3,5.0,317.0,66.0,7.0,1
9,2,12.0,161.0,181.0,16.333333333333332,1
20,11,7.0,31.0,288.0,3.6666666666666665,0
24,4,6.0,186.0,70.0,12.333333333333334,0
11,8,13.0,87.0,196.0,3.6666666666666665,0
18,7,2.0,152.0,150.0,3.6666666666666665,0
0,12,4.0,72.0,279.0,11.0,0
21,7,8.0,15.0,360.0,9.666666666666666,0
19,2,16.0,29.0,288.0,15.666666666666666,0
26,3,11.0,34.0,298.0,11.0,0
12,5,14.0,41.0,192.0,15.0,0
14,1,19.0,6.0,376.0,,0
5,0,18.0,0.0,355.0,12.0,0
27,1,17.0,5.0,340.0,13.666666666666666,0
16,5,0.0,3.0,370.0,17.0,0
23,8,3.0,2.0,392.0,5.666666666666667,0
30,0,15.0,92.0,167.0,14.666666666666666,0
15,4,9.0,4.0,358.0,6.333333333333333,0
25,12,10.0,88.0,215.0,15.333333333333334,0
28,11,2.0,0.0,380.0,1.0,1
20,11,5.0,342.0,71.0,3.0,1
24,4,1.0,204.0,73.0,10.666666666666666,1
15,4,3.0,102.0,218.0,9.666666666666666,0
23,8,4.0,100.0,222.0,9.666666666666666,0
11,8,8.0,102.0,172.0,4.666666666666667,0
0,12,6.0,160.0,178.0,11.0,0
18,7,9.0,21.0,387.0,5.333333333333333,0
1,3,10.0,76.0,296.0,5.333333333333333,0
5,0,14.0,163.0,201.0,12.666666666666666,0
14,1,12.0,6.0,368.0,13.0,0
21,7,7.0,0.0,381.0,11.333333333333334,0
25,12,15.0,29.0,308.0,18.333333333333332,0
30,0,16.0,0.0,400.0,15.666666666666666,0
9,2,17.0,4.0,382.0,11.333333333333334,0
26,3,20.0,31.0,313.0,10.0,0
12,5,13.0,41.0,217.0,14.666666666666666,0
16,5,19.0,6.0,409.0,16.0,0
19,2,18.0,2.0,427.0,12.333333333333334,0
27,1,11.0,34.0,332.0,13.333333333333334,0
24,4,1.0,3.0,401.0,9.0,1
18,7,4.0,127.0,223.0,7.333333333333333,1
11,8,5.0,94.0,310.0,5.333333333333333,1
15,4,3.0,176.0,181.0,8.666666666666666,0
28,11,11.0,112.0,227.0,1.0,0
9,2,12.0,352.0,78.0,9.666666666666666,0
21,7,17.0,39.0,338.0,13.666666666666666,0
20,11,13.0,35.0,317.0,2.6666666666666665,0
14,1,10.0,208.0,86.0,12.0,0
16,5,6.0,2.0,410.0,16.333333333333332,0
0,12,14.0,3.0,437.0,9.666666666666666,0
30,0,19.0,21.0,411.0,15.0,0
12,5,9.0,4.0,394.0,15.666666666666666,0
25,12,18.0,6.0,450.0,16.666666666666668,0
1,3,7.0,0.0,425.0,5.333333333333333,0
23,8,2.0,163.0,232.0,9.333333333333334,0
5,0,16.0,102.0,197.0,12.0,0
19,2,8.0,6.0,411.0,12.333333333333334,0
27,1,15.0,34.0,356.0,15.0,0
26,3,,3.0,429.0,12.0,0
28,11,1.0,41.0,0.0,2.3333333333333335,1
18,7,3.0,378.0,87.0,5.666666666666667,1
21,7,2.0,112.0,319.0,9.333333333333334,1
15,4,4.0,50.0,322.0,9.0,0
11,8,7.0,124.0,231.0,5.0,0
24,4,6.0,186.0,202.0,3.0,0
23,8,8.0,135.0,237.0,12.666666666666666,0
1,3,10.0,108.0,209.0,8.666666666666666,0
19,2,14.0,167.0,240.0,15.666666666666666,0
9,2,12.0,36.0,365.0,8.0,0
14,1,11.0,40.0,375.0,11.0,0
27,1,9.0,2.0,440.0,18.0,0
30,0,19.0,3.0,452.0,14.666666666666666,0
12,5,18.0,4.0,424.0,14.0,0
16,5,15.0,6.0,464.0,14.666666666666666,0
0,12,13.0,3.0,479.0,8.666666666666666,0
25,12,20.0,21.0,441.0,15.666666666666666,0
26,3,17.0,0.0,458.0,13.5,0
20,11,5.0,41.0,258.0,4.666666666666667,0
5,0,16.0,208.0,106.0,13.666666666666666,0
28,11,1.0,6.0,444.0,2.3333333333333335,1
21,7,6.0,404.0,107.0,7.333333333333333,1
18,7,10.0,68.0,324.0,4.0,1
23,8,2.0,127.0,327.0,9.333333333333334,0
15,4,5.0,120.0,213.0,4.0,0
1,3,4.0,134.0,242.0,10.666666666666666,0
19,2,8.0,175.0,264.0,15.333333333333334,0
5,0,9.0,42.0,382.0,15.666666666666666,0
30,0,19.0,10.0,452.0,13.0,0
20,11,20.0,6.0,461.0,9.666666666666666,0
26,3,16.0,209.0,117.0,17.0,0
9,2,7.0,41.0,275.0,10.333333333333334,0
0,12,13.0,40.0,394.0,11.333333333333334,0
16,5,18.0,21.0,471.0,14.333333333333334,0
27,1,11.0,3.0,493.0,17.0,0
12,5,14.0,3.0,467.0,14.666666666666666,0
14,1,17.0,6.0,509.0,10.333333333333334,0
25,12,15.0,2.0,484.0,14.666666666666666,0
11,8,3.0,0.0,489.0,4.666666666666667,0
24,4,12.0,186.0,232.0,3.3333333333333335,0
28,11,6.0,135.0,262.0,2.3333333333333335,1
18,7,2.0,429.0,118.0,2.3333333333333335,1
24,4,4.0,145.0,329.0,9.0,1
20,11,9.0,150.0,265.0,12.333333333333334,0
23,8,5.0,221.0,122.0,9.0,0
9,2,7.0,130.0,237.0,9.333333333333334,0
26,3,20.0,48.0,400.0,14.5,0
27,1,11.0,47.0,282.0,15.333333333333334,0
0,12,15.0,8.0,492.0,13.333333333333334,0
25,12,16.0,23.0,498.0,16.333333333333332,0
12,5,18.0,1.0,508.0,14.333333333333334,0
5,0,13.0,6.0,520.0,15.0,0
30,0,12.0,10.0,473.0,11.333333333333334,0
16,5,17.0,6.0,486.0,13.0,0
22,1,14.0,3.0,534.0,14.5,0
1,3,19.0,0.0,507.0,9.666666666666666,0
21,7,10.0,175.0,298.0,4.0,0
19,2,8.0,68.0,346.0,11.333333333333334,0
11,8,3.0,42.0,418.0,9.0,0
15,4,1.0,186.0,256.0,4.333333333333333,0
28,11,3.0,134.0,285.0,1.0,1
11,8,6.0,454.0,123.0,14.333333333333334,1
15,4,1.0,205.0,258.0,9.666666666666666,1
24,4,2.0,149.0,288.0,9.666666666666666,0
18,7,17.0,162.0,292.0,2.3333333333333335,0
23,8,8.0,155.0,351.0,5.333333333333333,0
22,1,4.0,138.0,264.0,14.666666666666666,0
21,7,7.0,6.0,514.0,7.333333333333333,0
0,12,14.0,72.0,359.0,12.666666666666666,0
19,2,15.0,25.0,517.0,11.333333333333334,0
9,2,11.0,43.0,428.0,9.333333333333334,0
27,1,18.0,48.0,439.0,11.666666666666666,0
12,5,12.0,8.0,526.0,13.666666666666666,0
30,0,10.0,6.0,547.0,11.666666666666666,0
5,0,9.0,6.0,500.0,13.333333333333334,0
25,12,19.0,10.0,515.0,15.0,0
26,3,0.0,1.0,533.0,12.0,0
1,3,13.0,47.0,315.0,10.0,0
16,5,16.0,175.0,333.0,14.333333333333334,0
20,11,5.0,3.0,566.0,11.0,0
28,11,1.0,221.0,143.0,1.0,1
18,7,6.0,479.0,144.0,3.3333333333333335,1
1,3,4.0,174.0,361.0,13.333333333333334,1
20,11,9.0,190.0,336.0,11.333333333333334,0
26,3,3.0,233.0,148.0,11.666666666666666,0
24,4,7.0,57.0,341.0,9.0,0
9,2,15.0,170.0,298.0,9.666666666666666,0
11,8,5.0,54.0,446.0,13.333333333333334,0
27,1,16.0,209.0,272.0,11.666666666666666,0
19,2,14.0,10.0,535.0,11.666666666666666,0
25,12,19.0,44.0,456.0,14.666666666666666,0
12,5,11.0,1.0,544.0,13.333333333333334,0
22,1,17.0,6.0,578.0,12.666666666666666,0
21,7,10.0,6.0,548.0,9.0,0
23,8,8.0,72.0,375.0,5.0,0
5,0,18.0,138.0,287.0,11.666666666666666,0
30,0,20.0,10.0,531.0,12.0,0
16,5,12.0,6.0,548.0,15.666666666666666,0
0,12,13.0,3.0,596.0,10.333333333333334,0
15,4,2.0,25.0,563.0,9.333333333333334,0
28,11,2.0,149.0,318.0,1.0,1
15,4,1.0,504.0,149.0,14.333333333333334,1
20,11,11.0,167.0,320.0,9.333333333333334,1
19,2,16.0,248.0,152.0,12.666666666666666,0
26,3,19.0,56.0,460.0,9.666666666666666,0
24,4,12.0,67.0,346.0,4.333333333333333,0
11,8,10.0,178.0,326.0,9.666666666666666,0
23,8,3.0,215.0,294.0,8.666666666666666,0
1,3,9.0,142.0,302.0,12.333333333333334,0
21,7,18.0,192.0,355.0,13.0,0
9,2,4.0,74.0,385.0,8.0,0
0,12,5.0,54.0,471.0,12.333333333333334,0
16,5,8.0,25.0,575.0,17.0,0
22,1,14.0,3.0,609.0,11.666666666666666,0
30,0,17.0,6.0,562.0,14.666666666666666,0
25,12,6.0,6.0,563.0,12.333333333333334,0
5,0,7.0,1.0,591.0,14.333333333333334,0
27,1,20.0,10.0,580.0,9.666666666666666,0
12,5,13.0,10.0,580.0,12.0,0
18,7,15.0,6.0,628.0,3.0,0
28,11,1.0,174.0,405.0,1.0,1
15,4,2.0,530.0,153.0,8.333333333333334,1
23,8,4.0,185.0,328.0,9.666666666666666,1
20,11,9.0,157.0,305.0,9.0,0
18,7,5.0,260.0,157.0,9.0,0
21,7,3.0,184.0,410.0,10.666666666666666,0
1,3,7.0,82.0,416.0,10.0,0
27,1,6.0,198.0,362.0,13.0,0
11,8,11.0,14.0,588.0,5.666666666666667,0
26,3,13.0,217.0,314.0,9.0,0
22,1,15.0,68.0,372.0,11.333333333333334,0
19,2,12.0,6.0,599.0,8.0,0
9,2,10.0,56.0,483.0,9.666666666666666,0
0,12,14.0,54.0,496.0,13.333333333333334,0
12,5,8.0,25.0,605.0,14.666666666666666,0
25,12,20.0,6.0,643.0,14.333333333333334,0
30,0,19.0,1.0,621.0,15.333333333333334,0
24,4,16.0,6.0,597.0,5.333333333333333,0
5,0,18.0,178.0,346.0,16.0,0
16,5,17.0,10.0,616.0,16.666666666666668,0
28,11,1.0,3.0,663.0,,1
20,11,5.0,26.0,1.0,,1
24,4,4.0,18.0,3.0,,1
15,4,2.0,15.0,3.0,,0
23,8,3.0,12.0,7.0,,0
18,7,7.0,10.0,5.0,,0
11,8,9.0,8.0,6.0,,0
21,7,8.0,6.0,12.0,,0
1,3,6.0,4.0,14.0,,0
26,3,12.0,2.0,9.0,,0
30,6,17.0,1.0,19.0,,0
16,5,15.0,0.0,11.0,,0
22,9,14.0,0.0,12.0,,0
27,9,11.0,0.0,13.0,,0
0,12,13.0,0.0,27.0,,0
12,5,10.0,0.0,15.0,,0
19,2,19.0,0.0,28.0,,0
9,2,20.0,0.0,17.0,,0
5,6,16.0,0.0,35.0,,0
25,12,18.0,0.0,30.0,,0
28,11,1.0,0.0,35.0,1.0,1
20,11,3.0,51.0,4.0,2.0,1
15,4,2.0,36.0,6.0,4.0,1
21,7,5.0,28.0,10.0,8.0,0
1,3,4.0,16.0,18.0,9.0,0
23,8,7.0,12.0,24.0,5.0,0
3,4,11.0,18.0,18.0,,0
18,7,6.0,6.0,17.0,6.0,0
11,8,8.0,12.0,26.0,7.0,0
12,5,15.0,8.0,27.0,16.0,0
0,12,12.0,1.0,38.0,15.0,0
16,5,13.0,0.0,46.0,12.0,0
19,2,17.0,0.0,50.0,17.0,0
25,12,19.0,0.0,48.0,20.0,0
27,9,9.0,0.0,60.0,14.0,0
22,9,14.0,0.0,42.0,13.0,0
5,6,16.0,0.0,58.0,19.0,0
30,6,20.0,0.0,47.0,11.0,0
26,3,10.0,0.0,65.0,10.0,0
9,2,18.0,1.0,43.0,18.0,0
24,4,2.0,0.0,68.0,3.0,1
15,4,4.0,40.0,18.0,3.5,1
18,7,3.0,47.0,20.0,7.0,1
21,7,5.0,27.0,29.0,6.0,0
20,11,6.0,28.0,33.0,2.0,0
26,3,9.0,46.0,11.0,14.5,0
27,9,8.0,9.0,49.0,14.5,0
1,3,10.0,6.0,65.0,7.0,0
12,5,16.0,16.0,57.0,13.0,0
16,5,14.0,3.0,59.0,12.0,0
0,12,12.0,1.0,69.0,13.0,0
22,9,18.0,0.0,71.0,14.5,0
9,2,17.0,0.0,77.0,19.0,0
5,6,13.0,0.0,81.0,18.0,0
30,6,19.0,0.0,79.0,14.5,0
19,2,15.0,0.0,94.0,15.0,0
23,8,7.0,0.0,97.0,5.5,0
11,8,11.0,18.0,44.0,8.0,0
28,11,1.0,8.0,62.0,1.0,0
28,11,1.0,51.0,30.0,7.0,1
20,11,2.0,77.0,31.0,3.0,1
24,4,4.0,64.0,33.0,2.0,1
15,4,8.0,55.0,23.0,3.0,0
18,7,3.0,59.0,27.0,5.666666666666667,0
1,3,5.0,37.0,38.0,7.333333333333333,0
23,8,9.0,24.0,63.0,9.333333333333334,0
21,7,6.0,24.0,69.0,5.333333333333333,0
11,8,7.0,32.0,46.0,11.333333333333334,0
27,9,10.0,10.0,78.0,12.0,0
12,5,12.0,7.0,87.0,11.666666666666666,0
26,3,16.0,3.0,80.0,11.666666666666666,0
16,5,18.0,9.0,75.0,11.333333333333334,0
5,6,13.0,1.0,93.0,16.666666666666668,0
19,2,15.0,0.0,108.0,15.333333333333334,0
9,2,17.0,0.0,112.0,17.0,0
25,12,19.0,0.0,128.0,17.0,0
30,6,20.0,0.0,88.0,14.666666666666666,0
22,9,11.0,0.0,126.0,13.666666666666666,0
0,12,14.0,0.0,106.0,12.333333333333334,0
28,11,1.0,0.0,108.0,7.0,1
18,7,4.0,102.0,34.0,5.333333333333333,1
20,11,2.0,55.0,48.0,3.0,1
15,4,6.0,79.0,37.0,3.0,0
24,4,7.0,71.0,31.0,2.3333333333333335,0
23,8,8.0,65.0,36.0,10.0,0
1,3,3.0,32.0,84.0,6.333333333333333,0
21,7,5.0,31.0,82.0,5.333333333333333,0
11,8,18.0,36.0,56.0,12.0,0
12,5,9.0,12.0,93.0,10.0,0
19,2,13.0,4.0,103.0,14.666666666666666,0
0,12,14.0,0.0,139.0,14.0,0
9,2,15.0,0.0,120.0,16.333333333333332,0
30,6,16.0,0.0,152.0,17.0,0
26,3,11.0,0.0,140.0,12.333333333333334,0
16,5,17.0,9.0,97.0,11.666666666666666,0
25,12,20.0,1.0,119.0,17.0,0
22,9,12.0,0.0,137.0,15.666666666666666,0
27,9,19.0,0.0,124.0,10.666666666666666,0
5,6,10.0,7.0,143.0,15.0,0
18,7,5.0,0.0,160.0,3.3333333333333335,1
28,11,1.0,80.0,57.0,7.0,1
15,4,2.0,120.0,39.0,3.3333333333333335,1
20,11,4.0,86.0,39.0,3.3333333333333335,0
24,4,3.0,91.0,43.0,3.0,0
11,8,8.0,75.0,44.0,12.0,0
27,9,10.0,20.0,99.0,12.0,0
23,8,7.0,13.0,150.0,10.0,0
1,3,15.0,36.0,107.0,7.0,0
19,2,13.0,33.0,106.0,14.0,0
12,5,9.0,1.0,162.0,10.0,0
9,2,12.0,4.0,130.0,14.0,0
21,7,6.0,0.0,174.0,6.666666666666667,0
30,6,19.0,36.0,70.0,15.666666666666666,0
22,9,20.0,0.0,174.0,16.333333333333332,0
5,6,16.0,0.0,165.0,16.0,0
26,3,11.0,0.0,190.0,11.0,0
0,12,14.0,9.0,123.0,14.333333333333334,0
16,5,18.0,0.0,155.0,13.0,0
25,12,17.0,1.0,149.0,16.0,0
28,11,1.0,0.0,175.0,1.3333333333333333,1
18,7,2.0,145.0,44.0,2.6666666666666665,1
15,4,3.0,98.0,72.0,3.6666666666666665,1
21,7,5.0,101.0,47.0,9.666666666666666,0
24,4,4.0,48.0,76.0,4.333333333333333,0
11,8,8.0,85.0,52.0,8.0,0
23,8,6.0,28.0,113.0,7.0,0
20,11,11.0,43.0,120.0,3.0,0
26,3,13.0,95.0,52.0,14.666666666666666,0
27,9,7.0,11.0,132.0,12.0,0
12,5,10.0,14.0,175.0,10.666666666666666,0
16,5,18.0,4.0,160.0,16.0,0
22,9,9.0,1.0,172.0,17.333333333333332,0
19,2,12.0,0.0,188.0,12.0,0
30,6,17.0,1.0,188.0,15.333333333333334,0
9,2,15.0,0.0,205.0,13.666666666666666,0
25,12,19.0,0.0,204.0,18.0,0
5,6,16.0,0.0,192.0,16.666666666666668,0
1,3,20.0,0.0,223.0,7.333333333333333,0
0,12,14.0,33.0,151.0,16.666666666666668,0
15,4,1.0,0.0,212.0,3.3333333333333335,1
21,7,2.0,126.0,53.0,8.333333333333334,1
24,4,3.0,66.0,78.0,5.0,1
18,7,4.0,100.0,56.0,1.6666666666666667,0
23,8,5.0,110.0,82.0,7.0,0
28,11,6.0,53.0,125.0,1.3333333333333333,0
11,8,7.0,153.0,58.0,7.0,0
27,9,8.0,35.0,132.0,12.0,0
0,12,9.0,18.0,196.0,16.666666666666668,0
9,2,10.0,2.0,221.0,13.666666666666666,0
1,3,14.0,1.0,214.0,11.666666666666666,0
22,9,12.0,33.0,162.0,15.333333333333334,0
5,6,17.0,0.0,208.0,18.0,0
26,3,13.0,0.0,236.0,13.666666666666666,0
25,12,15.0,11.0,176.0,18.0,0
30,6,18.0,0.0,236.0,14.333333333333334,0
19,2,11.0,0.0,252.0,11.666666666666666,0
20,11,16.0,1.0,231.0,5.0,0
12,5,19.0,95.0,76.0,10.666666666666666,0
16,5,20.0,4.0,191.0,15.666666666666666,0
28,11,2.0,1.0,211.0,3.0,1
18,7,3.0,178.0,77.0,2.3333333333333335,1
23,8,1.0,128.0,84.0,6.666666666666667,1
11,8,7.0,68.0,135.0,6.333333333333333,0
21,7,4.0,48.0,139.0,6.333333333333333,0
1,3,6.0,76.0,89.0,13.0,0
26,3,9.0,41.0,182.0,13.333333333333334,0
22,9,5.0,17.0,189.0,13.333333333333334,0
9,2,15.0,4.0,216.0,12.666666666666666,0
19,2,18.0,3.0,240.0,13.666666666666666,0
12,5,17.0,2.0,250.0,13.666666666666666,0
16,5,14.0,4.0,222.0,17.0,0
5,6,19.0,1.0,234.0,15.666666666666666,0
27,9,8.0,0.0,265.0,8.333333333333334,0
30,6,20.0,18.0,230.0,15.0,0
24,4,12.0,0.0,280.0,4.333333333333333,0
0,12,10.0,100.0,72.0,15.666666666666666,0
20,11,16.0,2.0,253.0,10.0,0
15,4,11.0,95.0,95.0,2.3333333333333335,0
25,12,13.0,126.0,91.0,17.333333333333332,0
28,11,2.0,0.0,273.0,2.6666666666666665,1
18,7,1.0,203.0,96.0,2.6666666666666665,1
11,8,3.0,147.0,91.0,5.666666666666667,1
23,8,4.0,63.0,142.0,5.0,0
15,4,5.0,80.0,146.0,7.666666666666667,0
24,4,6.0,136.0,96.0,8.0,0
21,7,9.0,108.0,102.0,3.6666666666666665,0
20,11,11.0,82.0,98.0,14.666666666666666,0
9,2,7.0,99.0,104.0,11.666666666666666,0
19,2,8.0,5.0,259.0,13.666666666666666,0
12,5,13.0,3.0,269.0,13.666666666666666,0
1,3,10.0,4.0,245.0,12.0,0
30,6,15.0,41.0,201.0,15.333333333333334,0
26,3,14.0,0.0,293.0,10.0,0
22,9,18.0,17.0,215.0,11.0,0
5,6,12.0,4.0,245.0,14.666666666666666,0
16,5,16.0,0.0,309.0,14.666666666666666,0
0,12,20.0,1.0,262.0,15.333333333333334,0
27,9,17.0,2.0,291.0,10.666666666666666,0
25,12,19.0,18.0,264.0,17.333333333333332,0
23,8,3.0,0.0,311.0,4.0,1
21,7,7.0,105.0,147.0,4.666666666666667,1
24,4,4.0,100.0,100.0,8.333333333333334,1
11,8,5.0,123.0,105.0,4.666666666666667,0
28,11,1.0,75.0,151.0,2.6666666666666665,0
12,5,9.0,213.0,109.0,13.666666666666666,0
20,11,8.0,12.0,268.0,14.666666666666666,0
16,5,12.0,105.0,116.0,16.333333333333332,0
22,9,11.0,5.0,276.0,11.666666666666666,0
9,2,13.0,6.0,273.0,9.333333333333334,0
15,4,6.0,6.0,279.0,8.333333333333334,0
19,2,10.0,136.0,116.0,12.333333333333334,0
26,3,17.0,3.0,291.0,11.666666666666666,0
27,9,14.0,17.0,228.0,13.666666666666666,0
0,12,16.0,18.0,287.0,14.666666666666666,0
5,6,18.0,2.0,326.0,14.0,0
30,6,20.0,0.0,325.0,14.666666666666666,0
1,3,15.0,0.0,342.0,9.666666666666666,0
25,12,19.0,41.0,246.0,18.333333333333332,0
18,7,2.0,0.0,345.0,2.6666666666666665,0
11,8,2.0,147.0,120.0,3.6666666666666665,1
28,11,4.0,100.0,152.0,2.3333333333333335,1
18,7,3.0,231.0,118.0,8.0,1
21,7,5.0,162.0,123.0,4.666666666666667,0
24,4,7.0,112.0,127.0,8.333333333333334,0
12,5,6.0,134.0,121.0,9.333333333333334,0
26,3,8.0,20.0,282.0,11.333333333333334,0
1,3,10.0,23.0,253.0,12.0,0
0,12,9.0,45.0,261.0,16.666666666666668,0
27,9,13.0,4.0,354.0,15.666666666666666,0
25,12,12.0,19.0,297.0,19.666666666666668,0
16,5,17.0,0.0,365.0,12.333333333333334,0
22,9,15.0,5.0,294.0,10.666666666666666,0
15,4,11.0,6.0,310.0,11.666666666666666,0
5,6,16.0,136.0,135.0,15.0,0
19,2,18.0,0.0,357.0,10.666666666666666,0
20,11,20.0,3.0,307.0,11.0,0
30,6,14.0,105.0,135.0,15.0,0
23,8,1.0,0.0,375.0,2.6666666666666665,0
9,2,19.0,105.0,171.0,9.333333333333334,0
21,7,2.0,6.0,327.0,4.333333333333333,1
18,7,1.0,137.0,128.0,8.333333333333334,1
11,8,5.0,180.0,130.0,2.6666666666666665,1
15,4,6.0,115.0,174.0,10.0,0
28,11,3.0,148.0,139.0,2.6666666666666665,0
24,4,4.0,241.0,140.0,4.666666666666667,0
20,11,16.0,142.0,145.0,10.666666666666666,0
23,8,17.0,111.0,147.0,8.0,0
27,9,10.0,110.0,182.0,14.333333333333334,0
26,3,8.0,21.0,319.0,11.333333333333334,0
1,3,7.0,24.0,271.0,12.666666666666666,0
22,9,9.0,45.0,282.0,12.333333333333334,0
12,5,11.0,6.0,331.0,7.666666666666667,0
0,12,13.0,20.0,307.0,14.0,0
16,5,15.0,4.0,379.0,12.333333333333334,0
5,6,12.0,5.0,322.0,15.666666666666666,0
25,12,14.0,0.0,391.0,16.666666666666668,0
19,2,19.0,0.0,396.0,12.666666666666666,0
30,6,18.0,3.0,345.0,16.0,0
9,2,20.0,0.0,410.0,13.0,0
11,8,3.0,6.0,365.0,2.6666666666666665,1
21,7,5.0,140.0,183.0,2.3333333333333335,1
15,4,1.0,155.0,132.0,9.666666666666666,1
28,11,11.0,163.0,148.0,4.0,0
18,7,4.0,253.0,151.0,8.333333333333334,0
24,4,7.0,190.0,137.0,4.666666666666667,0
20,11,2.0,150.0,154.0,10.333333333333334,0
1,3,8.0,118.0,158.0,12.333333333333334,0
19,2,9.0,49.0,290.0,15.333333333333334,0
22,9,13.0,5.0,374.0,11.333333333333334,0
26,3,15.0,7.0,341.0,10.0,0
0,12,10.0,24.0,301.0,12.666666666666666,0
9,2,12.0,4.0,408.0,16.666666666666668,0
